,Gene,Cluster
712,ENSG00000102710,1.0
713,ENSG00000075292,1.0
714,ENSG00000141428,1.0
715,ENSG00000177932,1.0
716,ENSG00000056050,1.0
717,ENSG00000120903,1.0
718,ENSG00000135776,1.0
719,ENSG00000136169,1.0
720,ENSG00000151461,1.0
721,ENSG00000266677,1.0
722,ENSG00000083844,1.0
723,ENSG00000198954,1.0
724,ENSG00000093144,1.0
725,ENSG00000130363,1.0
726,ENSG00000163026,1.0
727,ENSG00000151657,1.0
728,ENSG00000111530,1.0
729,ENSG00000104643,1.0
730,ENSG00000058673,1.0
731,ENSG00000123472,1.0
732,ENSG00000049883,1.0
733,ENSG00000280010,1.0
734,ENSG00000267459,1.0
735,ENSG00000116337,1.0
736,ENSG00000267470,1.0
737,ENSG00000188321,1.0
738,ENSG00000133131,1.0
739,ENSG00000080839,1.0
740,ENSG00000112144,1.0
741,ENSG00000279407,1.0
742,ENSG00000258405,1.0
743,ENSG00000168490,1.0
744,ENSG00000145703,1.0
745,ENSG00000215114,1.0
746,ENSG00000162852,1.0
747,ENSG00000165934,1.0
748,ENSG00000122068,1.0
749,ENSG00000164144,1.0
750,ENSG00000144445,1.0
751,ENSG00000172159,1.0
752,ENSG00000138385,1.0
753,ENSG00000176236,1.0
754,ENSG00000270558,1.0
755,ENSG00000138379,1.0
756,ENSG00000124783,1.0
757,ENSG00000001631,1.0
758,ENSG00000122643,1.0
759,ENSG00000110321,1.0
760,ENSG00000213672,1.0
761,ENSG00000240225,1.0
762,ENSG00000103671,1.0
763,ENSG00000130818,1.0
764,ENSG00000159884,1.0
765,ENSG00000281128,1.0
766,ENSG00000187257,1.0
767,ENSG00000123684,1.0
768,ENSG00000133863,1.0
769,ENSG00000277767,1.0
770,ENSG00000167772,1.0
771,ENSG00000162694,1.0
772,ENSG00000017260,1.0
773,ENSG00000102038,1.0
774,ENSG00000108590,1.0
775,ENSG00000204977,1.0
776,ENSG00000108239,1.0
777,ENSG00000116679,1.0
778,ENSG00000062194,1.0
779,ENSG00000131023,1.0
780,ENSG00000061794,1.0
781,ENSG00000256771,1.0
782,ENSG00000267520,1.0
783,ENSG00000100485,1.0
784,ENSG00000135698,1.0
785,ENSG00000136143,1.0
786,ENSG00000162961,1.0
787,ENSG00000028839,1.0
788,ENSG00000145337,1.0
789,ENSG00000151923,1.0
790,ENSG00000117475,1.0
791,ENSG00000228623,1.0
792,ENSG00000148688,1.0
793,ENSG00000150907,1.0
794,ENSG00000164291,1.0
795,ENSG00000275569,1.0
796,ENSG00000127870,1.0
797,ENSG00000151743,1.0
798,ENSG00000214189,1.0
799,ENSG00000168566,1.0
800,ENSG00000114742,1.0
801,ENSG00000007944,1.0
802,ENSG00000252690,1.0
803,ENSG00000250592,1.0
804,ENSG00000171295,1.0
805,ENSG00000146433,1.0
806,ENSG00000270067,1.0
807,ENSG00000174695,1.0
808,ENSG00000186130,1.0
809,ENSG00000140299,1.0
810,ENSG00000221886,1.0
811,ENSG00000152359,1.0
812,ENSG00000159596,1.0
813,ENSG00000108582,1.0
814,ENSG00000198130,1.0
815,ENSG00000176396,1.0
816,ENSG00000122644,1.0
817,ENSG00000181264,1.0
818,ENSG00000169989,1.0
819,ENSG00000132467,1.0
820,ENSG00000164414,1.0
821,ENSG00000108055,1.0
822,ENSG00000144744,1.0
823,ENSG00000197275,1.0
824,ENSG00000134375,1.0
825,ENSG00000137500,1.0
826,ENSG00000203727,1.0
827,ENSG00000147471,1.0
828,ENSG00000180370,1.0
829,ENSG00000169019,1.0
830,ENSG00000110324,1.0
831,ENSG00000163946,1.0
832,ENSG00000167081,1.0
833,ENSG00000205702,1.0
834,ENSG00000096401,1.0
835,ENSG00000164164,1.0
836,ENSG00000102753,1.0
837,ENSG00000125703,1.0
838,ENSG00000205213,1.0
839,ENSG00000175073,1.0
840,ENSG00000223547,1.0
841,ENSG00000100852,1.0
842,ENSG00000181652,1.0
843,ENSG00000214413,1.0
844,ENSG00000145388,1.0
845,ENSG00000172594,1.0
846,ENSG00000090263,1.0
847,ENSG00000196323,1.0
848,ENSG00000174749,1.0
849,ENSG00000107362,1.0
850,ENSG00000256683,1.0
851,ENSG00000227986,1.0
852,ENSG00000112282,1.0
853,ENSG00000100372,1.0
854,ENSG00000164902,1.0
855,ENSG00000182628,1.0
856,ENSG00000180329,1.0
857,ENSG00000203952,1.0
858,ENSG00000089048,1.0
859,ENSG00000134318,1.0
860,ENSG00000267194,1.0
861,ENSG00000197372,1.0
862,ENSG00000103642,1.0
863,ENSG00000184992,1.0
864,ENSG00000164815,1.0
865,ENSG00000138382,1.0
866,ENSG00000183354,1.0
867,ENSG00000116191,1.0
868,ENSG00000065615,1.0
869,ENSG00000156735,1.0
870,ENSG00000164347,1.0
871,ENSG00000107566,1.0
872,ENSG00000105643,1.0
873,ENSG00000164306,1.0
874,ENSG00000117500,1.0
875,ENSG00000203756,1.0
876,ENSG00000271643,1.0
877,ENSG00000175895,1.0
878,ENSG00000143067,1.0
879,ENSG00000111110,1.0
880,ENSG00000032742,1.0
881,ENSG00000128283,1.0
882,ENSG00000121931,1.0
883,ENSG00000071243,1.0
884,ENSG00000145908,1.0
885,ENSG00000165516,1.0
886,ENSG00000111832,1.0
887,ENSG00000137547,1.0
888,ENSG00000276710,1.0
889,ENSG00000138604,1.0
890,ENSG00000170264,1.0
891,ENSG00000137714,1.0
892,ENSG00000129083,1.0
893,ENSG00000149346,1.0
894,ENSG00000107890,1.0
895,ENSG00000174738,1.0
896,ENSG00000112739,1.0
897,ENSG00000274750,1.0
898,ENSG00000251201,1.0
899,ENSG00000104442,1.0
900,ENSG00000153982,1.0
901,ENSG00000164332,1.0
902,ENSG00000249590,1.0
903,ENSG00000145332,1.0
904,ENSG00000283236,1.0
905,ENSG00000118496,1.0
906,ENSG00000205659,1.0
907,ENSG00000259798,1.0
908,ENSG00000188725,1.0
909,ENSG00000151611,1.0
910,ENSG00000132470,1.0
911,ENSG00000066027,1.0
912,ENSG00000129472,1.0
913,ENSG00000115446,1.0
914,ENSG00000136731,1.0
915,ENSG00000151233,1.0
916,ENSG00000162441,1.0
917,ENSG00000145817,1.0
918,ENSG00000113312,1.0
919,ENSG00000172795,1.0
920,ENSG00000182986,1.0
921,ENSG00000168438,1.0
922,ENSG00000137992,1.0
923,ENSG00000251128,1.0
924,ENSG00000110060,1.0
925,ENSG00000196381,1.0
926,ENSG00000131437,1.0
927,ENSG00000091164,1.0
928,ENSG00000152193,1.0
