,Gene,Cluster
756,ENSG00000186020,4.0
757,ENSG00000168487,4.0
758,ENSG00000134265,4.0
759,ENSG00000088992,4.0
760,ENSG00000159189,4.0
761,ENSG00000080298,4.0
762,ENSG00000168566,4.0
763,ENSG00000085491,4.0
764,ENSG00000143554,4.0
765,ENSG00000134294,4.0
766,ENSG00000149289,4.0
767,ENSG00000198843,4.0
768,ENSG00000076706,4.0
769,ENSG00000162378,4.0
770,ENSG00000134852,4.0
771,ENSG00000198162,4.0
772,ENSG00000095209,4.0
773,ENSG00000102265,4.0
774,ENSG00000271553,4.0
775,ENSG00000251569,4.0
776,ENSG00000160808,4.0
777,ENSG00000101966,4.0
778,ENSG00000034510,4.0
779,ENSG00000105849,4.0
780,ENSG00000084073,4.0
781,ENSG00000188529,4.0
782,ENSG00000277151,4.0
783,ENSG00000157500,4.0
784,ENSG00000143942,4.0
785,ENSG00000142534,4.0
786,ENSG00000197223,4.0
787,ENSG00000266964,4.0
788,ENSG00000131931,4.0
789,ENSG00000153936,4.0
790,ENSG00000172466,4.0
791,ENSG00000124067,4.0
792,ENSG00000150768,4.0
793,ENSG00000131023,4.0
794,ENSG00000242616,4.0
795,ENSG00000163683,4.0
796,ENSG00000100697,4.0
797,ENSG00000223953,4.0
798,ENSG00000158290,4.0
799,ENSG00000164163,4.0
800,ENSG00000060749,4.0
801,ENSG00000172209,4.0
802,ENSG00000042286,4.0
803,ENSG00000272862,4.0
804,ENSG00000143772,4.0
805,ENSG00000164332,4.0
806,ENSG00000121274,4.0
807,ENSG00000126822,4.0
808,ENSG00000138459,4.0
809,ENSG00000261366,4.0
810,ENSG00000086189,4.0
811,ENSG00000206127,4.0
812,ENSG00000185947,4.0
813,ENSG00000168152,4.0
814,ENSG00000136536,4.0
815,ENSG00000156587,4.0
816,ENSG00000023287,4.0
817,ENSG00000122643,4.0
818,ENSG00000145743,4.0
819,ENSG00000172667,4.0
820,ENSG00000165572,4.0
821,ENSG00000144320,4.0
822,ENSG00000143033,4.0
823,ENSG00000123094,4.0
824,ENSG00000102189,4.0
825,ENSG00000196126,4.0
826,ENSG00000122068,4.0
827,ENSG00000173369,4.0
828,ENSG00000182552,4.0
829,ENSG00000205517,4.0
830,ENSG00000259834,4.0
831,ENSG00000012171,4.0
832,ENSG00000181690,4.0
833,ENSG00000130592,4.0
834,ENSG00000166888,4.0
835,ENSG00000182578,4.0
836,ENSG00000130775,4.0
837,ENSG00000065615,4.0
838,ENSG00000153902,4.0
839,ENSG00000112874,4.0
840,ENSG00000279089,4.0
841,ENSG00000278861,4.0
842,ENSG00000096968,4.0
843,ENSG00000211772,4.0
844,ENSG00000167196,4.0
845,ENSG00000244731,4.0
846,ENSG00000090060,4.0
847,ENSG00000070404,4.0
848,ENSG00000107679,4.0
849,ENSG00000168172,4.0
850,ENSG00000109929,4.0
851,ENSG00000272841,4.0
852,ENSG00000113163,4.0
853,ENSG00000117906,4.0
854,ENSG00000153266,4.0
855,ENSG00000113851,4.0
856,ENSG00000106624,4.0
857,ENSG00000178996,4.0
858,ENSG00000182050,4.0
859,ENSG00000160307,4.0
860,ENSG00000139496,4.0
861,ENSG00000137040,4.0
862,ENSG00000096433,4.0
863,ENSG00000206337,4.0
864,ENSG00000139746,4.0
865,ENSG00000198060,4.0
866,ENSG00000084636,4.0
867,ENSG00000140398,4.0
868,ENSG00000169018,4.0
869,ENSG00000197782,4.0
870,ENSG00000198862,4.0
871,ENSG00000204257,4.0
872,ENSG00000214212,4.0
873,ENSG00000136732,4.0
874,ENSG00000255730,4.0
875,ENSG00000075891,4.0
876,ENSG00000089356,4.0
877,ENSG00000110492,4.0
878,ENSG00000230368,4.0
879,ENSG00000241489,4.0
880,ENSG00000162664,4.0
881,ENSG00000119396,4.0
882,ENSG00000159387,4.0
883,ENSG00000116001,4.0
884,ENSG00000111802,4.0
885,ENSG00000163602,4.0
886,ENSG00000263020,4.0
887,ENSG00000124313,4.0
888,ENSG00000253738,4.0
889,ENSG00000163867,4.0
890,ENSG00000205220,4.0
891,ENSG00000112208,4.0
892,ENSG00000143155,4.0
893,ENSG00000122417,4.0
894,ENSG00000064270,4.0
895,ENSG00000087086,4.0
896,ENSG00000236287,4.0
897,ENSG00000108061,4.0
898,ENSG00000115020,4.0
899,ENSG00000198586,4.0
900,ENSG00000213654,4.0
901,ENSG00000122008,4.0
902,ENSG00000157107,4.0
903,ENSG00000166275,4.0
904,ENSG00000153561,4.0
905,ENSG00000196268,4.0
906,ENSG00000170276,4.0
907,ENSG00000229124,4.0
908,ENSG00000163527,4.0
909,ENSG00000083444,4.0
910,ENSG00000114744,4.0
911,ENSG00000083844,4.0
912,ENSG00000102218,4.0
913,ENSG00000102032,4.0
914,ENSG00000164120,4.0
915,ENSG00000243279,4.0
