,Gene,Cluster
0,ENSG00000079931,3.0
1,ENSG00000134343,3.0
2,ENSG00000160307,3.0
3,ENSG00000166741,3.0
4,ENSG00000249306,3.0
5,ENSG00000148735,3.0
6,ENSG00000198203,3.0
7,ENSG00000125730,3.0
8,ENSG00000206337,3.0
9,ENSG00000204261,3.0
10,ENSG00000243649,3.0
11,ENSG00000242574,3.0
12,ENSG00000164761,3.0
