,sample,clusters
151,267_2,151
152,268_3,152
153,269_3,153
154,27_2,154
155,270_4,155
156,271_2,156
157,272_4,157
158,273_2,158
159,276_2,159
160,277_2,160
161,278_3,161
162,279_2,162
163,28_2,163
164,280_4,164
165,281_2,165
166,283_3,166
167,284_4,167
168,285_3,168
169,286_1,169
170,287_2,170
171,288_1,171
172,289_2,172
173,29_3,173
174,291_1,174
175,292_1,175
176,293_1,176
177,294_4,177
178,295_1,178
179,296_3,179
180,298_3,180
181,299_3,181
182,30_2,182
183,300_4,183
184,301_2,184
185,302_4,185
186,303_2,186
187,305_2,187
188,307_1,188
189,308_1,189
190,309_2,190
191,310_2,191
192,311_1,192
193,312_2,193
194,313_1,194
195,314_1,195
196,315_1,196
197,316_1,197
198,317_1,198
199,318_1,199
200,319_1,200
201,32_1,201
202,320_1,202
203,321_1,203
204,322_1,204
205,324_1,205
206,326_2,206
207,327_2,207
208,328_2,208
209,329_2,209
210,33_4,210
211,330_2,211
212,331_2,212
213,332_2,213
214,333_3,214
215,334_4,215
216,335_1,216
217,336_3,217
218,337_2,218
219,339_2,219
220,34_2,220
221,340_2,221
222,341_2,222
223,342_2,223
224,343_2,224
225,345_3,225
226,347_1,226
227,348_1,227
228,349_1,228
229,35_1,229
230,350_1,230
231,351_1,231
232,352_1,232
233,353_1,233
234,354_1,234
235,355_1,235
236,356_1,236
237,357_2,237
238,358_2,238
239,359_2,239
240,360_2,240
241,361_2,241
242,362_2,242
243,363_2,243
244,364_4,244
245,365_3,245
246,367_3,246
247,368_3,247
248,369_2,248
249,37_2,249
250,370_3,250
251,371_3,251
252,372_3,252
253,374_3,253
254,375_1,254
255,376_1,255
256,377_1,256
257,378_2,257
258,379_1,258
259,38_2,259
260,380_2,260
261,382_3,261
262,383_4,262
263,384_1,263
264,385_3,264
265,386_1,265
266,387_2,266
267,388_4,267
268,389_1,268
269,39_2,269
270,390_2,270
271,391_2,271
272,392_3,272
273,394_1,273
274,396_1,274
275,397_4,275
276,398_3,276
277,399_3,277
278,4_1,278
279,40_2,279
280,401_2,280
281,402_3,281
282,403_4,282
283,404_1,283
284,405_1,284
285,406_1,285
286,407_2,286
287,409_3,287
288,41_1,288
289,410_2,289
290,411_4,290
291,412_3,291
292,413_1,292
293,414_1,293
294,415_1,294
295,416_4,295
296,417_4,296
297,418_3,297
298,419_4,298
299,42_1,299
300,420_4,300
301,421_3,301
302,422_3,302
303,423_2,303
304,424_2,304
305,425_1,305
306,426_3,306
307,427_2,307
308,428_4,308
309,429_3,309
310,43_1,310
311,430_3,311
312,431_3,312
313,432_3,313
314,433_2,314
315,434_2,315
316,435_2,316
317,436_2,317
318,437_4,318
319,438_2,319
320,440_2,320
321,441_2,321
322,442_2,322
323,443_2,323
324,445_2,324
325,446_3,325
326,447_1,326
327,448_3,327
328,449_3,328
329,45_3,329
330,450_3,330
331,451_4,331
332,452_1,332
333,453_2,333
334,454_3,334
335,456_3,335
336,457_3,336
337,458_3,337
338,459_4,338
339,46_4,339
340,461_3,340
341,462_3,341
342,463_3,342
343,464_3,343
344,465_2,344
345,466_1,345
346,467_3,346
347,468_1,347
348,47_4,348
349,470_2,349
350,471_2,350
351,473_4,351
352,474_3,352
353,475_3,353
354,476_3,354
355,477_4,355
356,478_3,356
357,479_2,357
358,48_2,358
359,480_1,359
360,482_3,360
361,483_3,361
362,484_4,362
363,485_2,363
364,486_2,364
365,487_2,365
366,488_2,366
367,489_3,367
368,49_2,368
369,490_1,369
370,491_1,370
371,492_3,371
372,494_2,372
373,495_1,373
374,496_3,374
375,497_4,375
376,499_1,376
377,50_2,377
378,500_3,378
379,501_1,379
380,502_2,380
381,503_1,381
382,504_2,382
383,505_2,383
384,506_1,384
385,507_2,385
386,508_2,386
387,509_4,387
388,51_2,388
389,510_2,389
390,511_3,390
391,512_2,391
392,514_3,392
393,515_4,393
394,516_4,394
395,517_1,395
396,518_1,396
397,519_3,397
398,520_3,398
399,521_4,399
400,522_2,400
401,523_4,401
402,524_2,402
403,525_2,403
404,526_1,404
405,527_3,405
406,528_2,406
407,529_2,407
408,53_2,408
409,530_3,409
410,55_3,410
411,56_2,411
412,57_2,412
413,58_2,413
414,59_3,414
415,6_1,415
416,60_4,416
417,62_2,417
418,63_2,418
419,65_2,419
420,66_3,420
421,67_3,421
422,68_2,422
423,7_3,423
424,70_3,424
425,71_2,425
426,72_2,426
427,73_4,427
428,75_2,428
429,76_3,429
430,77_2,430
431,78_3,431
432,79_3,432
433,8_2,433
434,80_2,434
435,81_1,435
436,82_2,436
437,84_2,437
438,85_2,438
439,86_2,439
440,87_2,440
441,89_1,441
442,9_1,442
443,90_2,443
444,91_2,444
445,92_3,445
446,93_2,446
447,94_4,447
448,95_4,448
449,96_3,449
450,97_2,450
451,98_3,451
452,99_1,452
