,sample,clusters
399,521_4,2
400,522_2,0
401,523_4,2
402,524_2,2
403,525_2,2
404,526_1,0
405,527_3,1
406,528_2,2
407,529_2,2
408,53_2,3
409,530_3,0
410,55_3,2
411,56_2,2
412,57_2,3
413,58_2,2
414,59_3,3
415,6_1,3
416,60_4,3
417,62_2,0
418,63_2,3
419,65_2,2
420,66_3,2
421,67_3,2
422,68_2,3
423,7_3,2
424,70_3,3
425,71_2,3
426,72_2,0
427,73_4,2
428,75_2,2
429,76_3,3
430,77_2,2
431,78_3,3
432,79_3,3
433,8_2,0
434,80_2,3
435,81_1,2
436,82_2,3
437,84_2,3
438,85_2,2
439,86_2,2
440,87_2,2
441,89_1,3
442,9_1,2
443,90_2,3
444,91_2,0
445,92_3,3
446,93_2,0
447,94_4,3
448,95_4,2
449,96_3,2
450,97_2,0
451,98_3,3
452,99_1,3
