,sample,clusters
0,100_2,1
1,101_3,0
2,102_2,3
3,103_3,3
4,104_2,0
5,105_2,1
6,106_4,3
7,107_4,0
8,109_1,3
9,11_4,3
10,110_3,0
11,111_2,3
12,112_2,3
13,113_2,0
14,114_3,1
15,115_1,0
16,116_4,3
17,117_1,3
18,119_1,3
19,120_1,3
20,121_3,3
21,122_2,1
22,123_3,3
23,124_4,3
24,125_4,0
25,126_1,0
26,127_2,3
27,128_3,0
28,129_2,1
29,130_3,3
30,131_3,3
31,132_3,0
32,133_4,0
33,134_2,3
34,136_2,1
35,137_1,3
36,138_2,3
37,139_1,3
38,141_2,3
39,142_1,3
40,144_3,3
41,145_1,3
42,146_2,0
43,147_2,3
44,148_4,3
45,149_1,3
46,15_2,3
47,150_4,3
48,152_2,3
49,153_1,0
50,154_2,3
51,155_3,3
52,156_2,3
53,157_4,0
54,158_3,0
55,159_3,3
56,160_4,0
57,161_2,3
58,162_1,0
59,163_1,1
60,165_2,3
61,166_2,1
62,167_2,1
63,168_2,1
64,17_1,3
65,171_2,3
66,172_1,1
67,173_1,1
68,174_2,1
69,176_2,1
70,177_1,1
71,178_4,0
72,179_2,1
73,18_1,3
74,180_2,1
75,181_2,0
76,182_2,0
77,183_2,1
78,184_3,1
79,185_2,0
80,186_2,0
81,187_2,1
82,188_2,3
83,189_1,0
84,19_2,0
85,190_2,0
86,191_3,3
87,192_2,3
88,193_2,3
89,196_3,3
90,197_2,0
91,198_4,3
92,199_2,3
93,2_1,3
94,20_2,0
95,200_2,3
96,201_2,1
97,202_3,3
98,203_4,3
99,204_3,0
100,205_2,0
101,206_3,3
102,207_2,3
103,208_3,0
104,209_4,3
105,21_2,3
106,212_3,0
107,215_2,3
108,216_2,3
109,217_1,3
110,218_1,1
111,219_2,3
112,22_2,3
113,220_2,1
114,221_3,3
115,223_4,3
116,224_4,3
117,225_2,3
118,226_4,3
119,227_2,3
120,228_4,3
121,229_1,3
122,23_2,0
123,232_4,0
124,233_2,3
125,234_4,3
126,235_3,3
127,236_3,3
128,237_1,3
129,24_2,0
