,Ensemble ID,Cluster 1,Cluster 2
176,"""ENSG00000177225""",0,2
177,"""ENSG00000133275""",0,2
178,"""ENSG00000116544""",0,2
179,"""ENSG00000100605""",0,2
180,"""ENSG00000172354""",0,2
181,"""ENSG00000185504""",0,2
182,"""ENSG00000164880""",0,2
183,"""ENSG00000124104""",0,2
184,"""ENSG00000188322""",0,2
185,"""ENSG00000184702""",0,2
186,"""ENSG00000008382""",0,2
187,"""ENSG00000269916""",0,2
188,"""ENSG00000148341""",0,2
189,"""ENSG00000262246""",0,2
190,"""ENSG00000121653""",0,2
191,"""ENSG00000161847""",0,2
192,"""ENSG00000131409""",0,2
193,"""ENSG00000167700""",0,2
194,"""ENSG00000232434""",0,2
195,"""ENSG00000130158""",0,2
196,"""ENSG00000007047""",0,2
197,"""ENSG00000133619""",0,2
198,"""ENSG00000254402""",0,2
199,"""ENSG00000099991""",0,2
200,"""ENSG00000074317""",0,2
201,"""ENSG00000090372""",0,2
202,"""ENSG00000105223""",0,2
203,"""ENSG00000014216""",0,2
204,"""ENSG00000198792""",0,2
205,"""ENSG00000105325""",0,2
206,"""ENSG00000160445""",0,2
207,"""ENSG00000104957""",0,2
208,"""ENSG00000160469""",0,2
209,"""ENSG00000182979""",0,2
210,"""ENSG00000167657""",0,2
211,"""ENSG00000172725""",0,2
212,"""ENSG00000070423""",0,2
213,"""ENSG00000166925""",0,2
214,"""ENSG00000088256""",0,2
215,"""ENSG00000273014""",0,2
216,"""ENSG00000131094""",0,2
217,"""ENSG00000168071""",0,2
218,"""ENSG00000168763""",0,2
219,"""ENSG00000172346""",0,2
220,"""ENSG00000196453""",0,2
221,"""ENSG00000130702""",0,2
222,"""ENSG00000126254""",0,2
223,"""ENSG00000196365""",0,2
224,"""ENSG00000142002""",0,2
225,"""ENSG00000167566""",0,2
226,"""ENSG00000076201""",0,2
227,"""ENSG00000090006""",0,2
228,"""ENSG00000014164""",0,2
229,"""ENSG00000105613""",0,2
230,"""ENSG00000187486""",0,2
231,"""ENSG00000175115""",0,2
232,"""ENSG00000149527""",0,2
233,"""ENSG00000187244""",0,2
234,"""ENSG00000127220""",0,2
235,"""ENSG00000105699""",0,2
236,"""ENSG00000140564""",0,2
237,"""ENSG00000100242""",0,2
238,"""ENSG00000142453""",0,2
239,"""ENSG00000142208""",0,2
240,"""ENSG00000162591""",0,2
241,"""ENSG00000131408""",0,2
242,"""ENSG00000168936""",0,2
243,"""ENSG00000105737""",0,2
244,"""ENSG00000076826""",0,2
245,"""ENSG00000184381""",0,2
246,"""ENSG00000171045""",0,2
247,"""ENSG00000100243""",0,2
248,"""ENSG00000182087""",0,2
249,"""ENSG00000104518""",0,2
250,"""ENSG00000104805""",0,2
251,"""ENSG00000173020""",0,2
252,"""ENSG00000253861""",0,2
253,"""ENSG00000032444""",0,2
254,"""ENSG00000100300""",0,2
255,"""ENSG00000167972""",0,2
256,"""ENSG00000050820""",0,2
257,"""ENSG00000171298""",0,2
258,"""ENSG00000281453""",0,2
259,"""ENSG00000150967""",0,2
260,"""ENSG00000177542""",0,2
261,"""ENSG00000163704""",0,2
262,"""ENSG00000130204""",0,2
263,"""ENSG00000167522""",1,2
264,"""ENSG00000099889""",0,2
265,"""ENSG00000164850""",0,2
266,"""ENSG00000131653""",0,2
267,"""ENSG00000174938""",0,2
